Cidades,Nome da cidade,País,País,Visualizações,Tempo de exibição (horas),Duração média da visualização
0x94e381c302a05df7:0x7b6ae0431784abb7,Concórdia,BR,BR-SC,25,0.3371,0:00:48
0x9c5253944d458d:0xd96796845bd7fd3,Angra dos Reis,BR,BR-RJ,25,0.1153,0:00:16
0x7afb766f61853ad:0xc55c745a2a567029,Jardim do Seridó,BR,BR-RN,24,0.1616,0:00:24
0x94ccc43d2f182b09:0x4ff95ebd5d4a29a7,Guaratinguetá,BR,BR-SP,24,0.2626,0:00:39
0x94cf1b48cc9f4fbd:0x9e2a5b9e0e692e6c,Santana de Parnaíba,BR,BR-SP,24,0.3293,0:00:49
0x94cf5265d8ecfaed:0xe774edc5dd9694a7,Salto,BR,BR-SP,24,0.2282,0:00:34
0x94dd1992df425883:0x581666499c204c71,Campo Largo,BR,BR-PR,24,0.1893,0:00:28
0x7390a3f7b1d2a77:0xfc575920401943ea,Ilhéus,BR,BR-BA,23,0.1324,0:00:20
0x7aa8cf9890f4efb:0x5fc87330ce0960a7,Ipojuca,BR,BR-PE,23,0.2219,0:00:34
0x94c5cc70ba456a65:0x770be09241987369,Itapetininga,BR,BR-SP,23,0.2218,0:00:34
0x94c7580297897717:0x2014cdea99a6a82e,Jaú,BR,BR-SP,23,0.2297,0:00:35
0x94c870cc12a095e9:0x888552ad0cb59b45,Araras,BR,BR-SP,23,0.3015,0:00:47
0x94cf5b325a970985:0xee86064475a064,Itu,BR,BR-SP,23,0.259,0:00:40
0x7aa4820180cfe83:0xbb9e178bc01d927,Gravatá,BR,BR-PE,22,0.2339,0:00:38
0x92d90dde5d8c4ffb:0x4a30e815e64dc4fc,Araguaína,BR,BR-TO,22,0.1391,0:00:22
0x92dd50f92324d7b3:0x8abd8fc75566af72,Parauapebas,BR,BR-PA,22,0.1543,0:00:25
0x94ce2883ba386b79:0x211da91fc6c0ccb9,Mongaguá,BR,BR-SP,22,0.2209,0:00:36
0x94cec11f46f1007d:0xc885a2d1bf078e37,Atibaia,BR,BR-SP,22,0.1131,0:00:18
0x94cfab703a900551:0xe5b57c51bbd4fcad,Embu das Artes,BR,BR-SP,22,0.2098,0:00:34
0x9e9bf8d9cfa62b:0x56dbc34364c7ad23,Barra Mansa,BR,BR-RJ,22,0.1402,0:00:22
0xbc606f20d4e52d:0x3836f9ce8f8f6baa,Itaperuna,BR,BR-RJ,22,0.2077,0:00:33
0x9361db7d2c321dc1:0xe7ac78da77d5dc69,Rio Verde,BR,BR-GO,21,0.2606,0:00:44
0x94cd5228bab1966d:0x9905169ef1825576,Ubatuba,BR,BR-SP,21,0.1838,0:00:31
0x9519722abb5e0dab:0x30b08253f7d32c93,Cachoeirinha,BR,BR-RS,21,0.1542,0:00:26
0x7ab107cc8ec5c4d:0x14cbb8134030c97b,Camaragibe,BR,BR-PE,20,0.156,0:00:28
0x935bb8f0f9cf13df:0x85d1886146dc5a99,Águas Lindas de Goiás,BR,BR-GO,20,0.1601,0:00:28
0x9490ca9ec015f91b:0xc889b717f554f80e,Andradina,BR,BR-SP,20,0.1105,0:00:19
0x94d0260fdd8be325:0x3d167a98073d2ec7,Peruíbe,BR,BR-SP,20,0.1094,0:00:19
0x95196f2ffd8aee35:0xddb77628a413401d,Sapucaia do Sul,BR,BR-RS,20,0.1154,0:00:20
0x9379c8415a99e261:0x68c26f5b554d755c,Rondonópolis,BR,BR-MT,19,0.2114,0:00:40
0x94c89d97dedd345f:0xfa0858713f645375,Santa Bárbara d'Oeste,BR,BR-SP,19,0.1577,0:00:29
0x94d27f94c6dd56fd:0x546010e330dcb8e7,São Sebastião,BR,BR-SP,19,0.1223,0:00:23
0x94d8cda045e175d7:0xbe2156a0f05ff9b6,Navegantes,BR,BR-SC,19,0.1861,0:00:35
0x94dce81bb32f665f:0x71a27a3f0e78b715,Colombo,BR,BR-PR,19,0.2269,0:00:42
0x94ef37c6596e4225:0xcb25a417a2355cc8,Guarapuava,BR,BR-PR,19,0.1585,0:00:30
0x951968315942f59b:0x1b4734205177f47c,São Leopoldo,BR,BR-RS,19,0.1554,0:00:29
0x951ca36e260866f5:0x84f108595f044705,Santa Cruz do Sul,BR,BR-RS,19,0.1546,0:00:29
0x99bff5afbc21c3:0x81cefcbdcd8acf65,Itaboraí,BR,BR-RJ,19,0.1796,0:00:34
0xa5074732765415:0xe75615374cb9bb9a,João Monlevade,BR,BR-MG,19,0.1019,0:00:19
0xa6a30042cd1f59:0xa317953d89263640,Nova Lima,BR,BR-MG,19,0.3503,0:01:06
0xbcc64152334a17:0x59481656f33750cc,Muriaé,BR,BR-MG,19,0.1464,0:00:27
0x7abdb5e2d2e2ef7:0xeceadff726b08cc,Surubim,BR,BR-PE,18,0.1351,0:00:27
0x7ec3adcd5926c75:0x45351f9daa75bb92,Parnaíba,BR,BR-PI,18,0.1377,0:00:27
0x94c85a6407e30b8f:0xc35136af8ca26d9b,Mogi Guaçu,BR,BR-SP,18,0.1405,0:00:28
0x94cceff3481bdbf7:0xb66dbe96dee49649,Pindamonhangaba,BR,BR-SP,18,0.1634,0:00:32
0x94cf2a851d59a719:0x1993f2010972ec6d,Itatiba,BR,BR-SP,18,0.2534,0:00:50
0x94cf32972381d79d:0x1dd8779027018146,Vinhedo,BR,BR-SP,18,0.2037,0:00:40
0x94ec9eb8eabb7b4b:0x16ffa0dc81365103,Apucarana,BR,BR-PR,18,0.2096,0:00:41
0x951975573d960927:0xd35a6d60bf12ddfe,Alvorada,BR,BR-RS,18,0.131,0:00:26
0xba9895ec84dbb7:0x38dc71b09b9e5763,Caratinga,BR,BR-MG,18,0.091,0:00:18
0x70930cc78a6f9ff:0xdb68770589a8cabb,Paulo Afonso,BR,BR-BA,17,0.2,0:00:42
0x9359847212701563:0x4215e06987627415,Valparaíso de Goiás,BR,BR-GO,17,0.2337,0:00:49
0x94e313f16fd2db3f:0x626616634f48836f,Erechim,BR,BR-RS,17,0.1585,0:00:33
0x94f935a34ec1d7c9:0xe7e3f8652b5d62bf,Santa Rosa,BR,BR-RS,17,0.1623,0:00:34
0x95222f063034e383:0x29c0b18c70b3efce,Araranguá,BR,BR-SC,17,0.0778,0:00:16
0x7366c2f220a58f5:0x4aa5d564de993100,Eunápolis,BR,BR-BA,16,0.1197,0:00:26
0x7a31e5ccc8ce973:0xe90f4b65137c123a,Iguatu,BR,BR-CE,16,0.1362,0:00:30
0x7a58af5820e65df:0xbdb334b1986d14f1,Patos,BR,BR-PB,16,0.0906,0:00:20
0x7aa1062799151b7:0x1c5a5441f352403f,Bonito,BR,BR-PE,16,0.0981,0:00:22
0x9492967c3c084e15:0x687880f51dc0f0e,Paranavaí,BR,BR-PR,16,0.1146,0:00:25
0x94a6666de91c2deb:0xe4ac11d6f01e3f68,Catalão,BR,BR-GO,16,0.1331,0:00:29
0x94b03701af9afc33:0xf9d101560efb5abd,Araxá,BR,BR-MG,16,0.1003,0:00:22
0x94b71829884a13b1:0x3da9bc95836b39a4,São Sebastião do Paraíso,BR,BR-MG,16,0.1823,0:00:41
0x94d8b10cf4da0413:0x231d20d09ad9775c,Itapema,BR,BR-SC,16,0.0993,0:00:22
0x94db9a9f47a5c1d3:0xcb6eebd1d18fb8e1,Paranaguá,BR,BR-PR,16,0.1496,0:00:33
0x94fd962af931d469:0xfca029b2de6a7c51,Cruz Alta,BR,BR-RS,16,0.0893,0:00:20
0x95193f737e8194df:0x571f590faf537198,Sapiranga,BR,BR-RS,16,0.125,0:00:28
0x951c3b525635c503:0x903e94cea10ccfe6,Bento Gonçalves,BR,BR-RS,16,0.1136,0:00:25
0x9522697517c81113:0xbe8eea8037e095d7,Torres,BR,BR-RS,16,0.1923,0:00:43
0xb624fa1ad6fe2b:0x51fd1d6a62e6fde0,Linhares,BR,BR-ES,16,0.1086,0:00:24
0x7061f7c1004603d:0x9ad205a3c0339894,Santana do Ipanema,BR,BR-AL,15,0.1096,0:00:26
0x71669db54e018a1:0xda0908d77a4e28ad,Camaçari,BR,BR-BA,15,0.1388,0:00:33
0x73e2a45a6a3f323:0x946c6ae973aa35c2,Santo Antônio de Jesus,BR,BR-BA,15,0.1591,0:00:38
0x76c56b43fbf9c45:0xd28cc2f5a189ff3b,Jacobina,BR,BR-BA,15,0.1397,0:00:33
0x7ab6ace8ae386b3:0xe4bf3f7928d2800b,Igarassu,BR,BR-PE,15,0.1446,0:00:34
0x9350a2912067fad5:0x6a35994b2edf538b,Formosa,BR,BR-GO,15,0.1137,0:00:27
0x94a231e725c3250f:0xb7ad5532a9c14226,Ituiutaba,BR,BR-MG,15,0.2206,0:00:52
0x94c80b7713b22f0f:0x41b5d305ee09d98c,Leme,BR,BR-SP,15,0.1226,0:00:29
0x94f39625c9aa06b9:0xaa4c447b0af0271b,Toledo,BR,BR-PR,15,0.0629,0:00:15
0x9961526f46bb6d:0xd2563dabf7a4ada2,Nilópolis,BR,BR-RJ,15,0.1901,0:00:45
0xa555c612fa6215:0x779bee68b7c110ea,Coronel Fabriciano,BR,BR-MG,15,0.1804,0:00:43
0x75f8aae10d4ae69:0x97810f362c2db8c5,Barreiras,BR,BR-BA,14,0.084,0:00:21
0x78bf16cf1e200a1:0x41ecdc5fb99aae3,Codó,BR,BR-MA,14,0.146,0:00:37
0x7a186ff4c51d805:0x7d3388b8f96d7405,Crato,BR,BR-CE,14,0.1406,0:00:36
0x94c126856d15e979:0xfc2fd0b3d0b3f78,Avaré,BR,BR-SP,14,0.1257,0:00:32
0x94df02f0c21fc5cd:0xf960ed6b0691370a,Indaial,BR,BR-SC,14,0.1041,0:00:26
0x94ecdaa47011c365:0x276d34db319d27d2,Sarandi,BR,BR-PR,14,0.1749,0:00:44
0x985f7ad65e87a5:0xa3fe7489ec5b6c1e,Três Rios,BR,BR-RJ,14,0.1211,0:00:31
0xa75645f4a34c39:0xecbc7e58d1b84cab,Nova Serrana,BR,BR-MG,14,0.1361,0:00:35
0xb35ef27ad4b0a3:0x189343164098195a,Teófilo Otoni,BR,BR-MG,14,0.174,0:00:44
0x70454eca8632865:0x30fd297430f81b1d,Penedo,BR,BR-AL,13,0.1044,0:00:28
0x7166b5105b7e591:0xce4ae4a48d9e6ace,Simões Filho,BR,BR-BA,13,0.1187,0:00:32
0x78e92368fcb0553:0xe21e8f9dcdce2bbf,Caxias,BR,BR-MA,13,0.1188,0:00:32
0x7ab6289b53fb53b:0xf45836ebbef680cb,Goiana,BR,BR-PE,13,0.1279,0:00:35
0x7c0ab6a38bc35a9:0x11b4ab0b067e89f3,Maranguape,BR,BR-CE,13,0.1077,0:00:29
0x7ebdbdcfbe66681:0x6ec8f325507490fb,Camocim,BR,BR-CE,13,0.1326,0:00:36
0x92af144e30cc4951:0x39dd24007e864a15,Capanema,BR,BR-PA,13,0.1538,0:00:42
0x92cca8698ee802cd:0x2bba199c20754c93,Lago da Pedra,BR,BR-MA,13,0.1255,0:00:34
0x935a6ff8c53ef657:0x6bacb765fe50147d,Planaltina,BR,BR-GO,13,0.1406,0:00:38
0x949614dbc17ff293:0x17db7a678a4bf9ad,Birigui,BR,BR-SP,13,0.1743,0:00:48
0x94bb8522e9e50a15:0x487b1dd782198bac,Barretos,BR,BR-SP,13,0.0982,0:00:27
0x94c3ee4126ef1783:0x1a9f6708b0d3be1,Itapeva,BR,BR-SP,13,0.1296,0:00:35
0x94cc516de4e6e1a3:0x6544283198cf070f,Caçapava,BR,BR-SP,13,0.0664,0:00:18
0x94ccc9201d468adf:0xc9ce9c4b4546c622,Lorena,BR,BR-SP,13,0.1134,0:00:31
0x94cdf0e312011589:0x30bcbbea6208aea8,Bertioga,BR,BR-SP,13,0.0686,0:00:19
0x94ce877adb2a22ab:0x47b075894ba3cf31,Arujá,BR,BR-SP,13,0.1052,0:00:29
0x94cf0605de97e6bd:0x5312706bb5ec989f,Itapevi,BR,BR-SP,13,0.0887,0:00:24
0x94cf61f1b2703025:0x616f1ead48951035,Votorantim,BR,BR-SP,13,0.0814,0:00:22
0x94dfb99bb4a9e4bb:0x3bd46c4e1410b1bb,Rio do Sul,BR,BR-SC,13,0.1256,0:00:34
0x95186607a0d8a30b:0x1f868499f78b9231,Osório,BR,BR-RS,13,0.0899,0:00:24
0x95aab9c2b437cc67:0xc5b4ec6e9354f7cd,Alegrete,BR,BR-RS,13,0.0936,0:00:25
0x9c077168631157:0xbf83d242ae07f5d2,Itaguaí,BR,BR-RJ,13,0.0966,0:00:26
0x70ffa80e7743ae5:0xc6ac8c23fb4b52b0,Itabaiana,BR,BR-SE,12,0.1268,0:00:38
0x73546a9c0f417ef:0x998e8c1f371f1c5b,Teixeira de Freitas,BR,BR-BA,12,0.1047,0:00:31
0x7ab9de402c11805:0x748a6afb6f59cf24,Nazaré da Mata,BR,BR-PE,12,0.0681,0:00:20
0x7ace600cb7d7b55:0xee555f0bba66d760,Santa Rita,BR,BR-PB,12,0.0981,0:00:29
0x7c1b364b0ef2211:0xc6efa20634a90dec,Itapipoca,BR,BR-CE,12,0.0888,0:00:26
0x7eb471b50dc8603:0x983b3c28be7f6677,Tianguá,BR,BR-CE,12,0.0803,0:00:24
0x7f6968b33fea777:0xef3e1f3623a6fbba,São José de Ribamar,BR,BR-MA,12,0.0872,0:00:26
0x92e0080191b1e839:0x3d8f8a041b3c10dd,Redenção,BR,BR-PA,12,0.1359,0:00:40
0x937635dce58d94ed:0x23578e4616944bd0,Campo Verde,BR,BR-MT,12,0.2067,0:01:02
0x94909866a1f06f3d:0xeb11fc7873829cf9,Três Lagoas,BR,BR-MS,12,0.1443,0:00:43
0x9495b803789ea39f:0xe5a9d8bbc523cfc,Tupã,BR,BR-SP,12,0.0891,0:00:26
0x94b3407e310a03fb:0xe38003484b267da6,Bom Despacho,BR,BR-MG,12,0.1427,0:00:42
0x94b7ce080f10d3af:0x7ec923476af3e837,São José do Rio Pardo,BR,BR-SP,12,0.1063,0:00:31
0x94bbe6a81c8c2e0f:0x2da192d382c1dbf4,Bebedouro,BR,BR-SP,12,0.0512,0:00:15
0x94c8f84855093d7d:0xf5faf40f7066c656,Mogi Mirim,BR,BR-SP,12,0.1224,0:00:36
0x94c909df31ceac29:0x8793885b1c2a4ad1,Jacutinga,BR,BR-MG,12,0.0855,0:00:25
0x94ce10f2c21f7651:0xaa349e6a7195a8cc,Cubatão,BR,BR-SP,12,0.0711,0:00:21
0x94ec15f3ce922ec9:0x22d83987d785ee98,Ivaiporã,BR,BR-PR,12,0.1136,0:00:34
0xa2d6c25268cdc3:0x5051d99f77674403,Cataguases,BR,BR-MG,12,0.1306,0:00:39
0xa5a113d676be4b:0xa1b1df8c51582d7,Itabira,BR,BR-MG,12,0.1666,0:00:49
0xa73e81163b914d:0x62d82242b7229322,Pará de Minas,BR,BR-MG,12,0.12,0:00:36
0xca0df27a5749f5:0xd8297d72c50d1b82,São Mateus,BR,BR-ES,12,0.1071,0:00:32
0x700a06b149b94c3:0x4552d966eafce872,Palmares,BR,BR-PE,11,0.0536,0:00:17
0x709f37c9facc19d:0x2c2fa646036c5902,Floresta,BR,BR-PE,11,0.0726,0:00:23
0x73696a94abc86ff:0x677df9529c95e80f,Porto Seguro,BR,BR-BA,11,0.0595,0:00:19
0x773718dc881547f:0xbcbb39e48d5134de,Juazeiro,BR,BR-BA,11,0.1044,0:00:34
0x7a472d082d8edb7:0x1c5023bf5f28ade8,Cajazeiras,BR,BR-PB,11,0.064,0:00:20
0x7a81bea87c5e28f:0x611a607959717bbb,Arcoverde,BR,BR-PE,11,0.1536,0:00:50
0x7aba05032cdd5d7:0xcc924b65587a89fb,Carpina,BR,BR-PE,11,0.1192,0:00:39
0x7bbd776ef1eb865:0x82fba3b801984c31,Limoeiro do Norte,BR,BR-CE,11,0.0738,0:00:24
0x7f695d40a5ce66d:0x4a173edc2236853a,Paço do Lumiar,BR,BR-MA,11,0.1228,0:00:40
0x92923812499d6595:0x86dcffd58f00f2f1,Altamira,BR,BR-PA,11,0.0995,0:00:32
0x92b34e74a7b770c3:0xad3da38e6bcd7dec,Pinheiro,BR,BR-MA,11,0.1149,0:00:37
0x933e95092e1983cd:0xfaca53991dbe1a76,Gurupi,BR,BR-TO,11,0.1486,0:00:48
0x9357a9f5b992fe35:0x116e3a2adcc66fdf,Unaí,BR,BR-MG,11,0.0609,0:00:19
0x93c99b035907e2af:0x2d69ac50e5e99e53,Ji-Paraná,BR,BR-RO,11,0.1158,0:00:37
0x94a736c10eb85f6b:0xb12b7b2d6ed28e1,Caldas Novas,BR,BR-GO,11,0.0632,0:00:20
0x94afba83e5e96d81:0x649f047e8c0afaf5,Patrocínio,BR,BR-MG,11,0.116,0:00:37
0x94c0b1579169e945:0x54e871d23794cf9e,Lençóis Paulista,BR,BR-SP,11,0.0927,0:00:30
0x94c895736c9dbcab:0xaff166a9c4289aef,Paulínia,BR,BR-SP,11,0.1177,0:00:38
0x94d8a51c087ff747:0x4cb5ed474985fb2f,Bombinhas,BR,BR-SC,11,0.1406,0:00:46
0x94d949169ad6c773:0x443379049d26f159,São Francisco do Sul,BR,BR-SC,11,0.0539,0:00:17
0x94dcee4d0fa83283:0xf5fb4b1a0e5bd311,Pinhais,BR,BR-PR,11,0.1108,0:00:36
0x94dd932b1ca27d09:0x298b4b995bf37198,Mafra,BR,BR-SC,11,0.0812,0:00:26
0x94e7127e5e9ea279:0x35cef8ef1c2e7669,Canoinhas,BR,BR-SC,11,0.0586,0:00:19
0x94eca3dd2dd8bb33:0x54d018e2265e65f,Arapongas,BR,BR-PR,11,0.1075,0:00:35
0x94f2d6aad88f12b7:0x62e741a44bc7bfc7,Umuarama,BR,BR-PR,11,0.0967,0:00:31
0x94f380475967f97f:0xa357d4327d2067de,Marechal Cândido Rondon,BR,BR-PR,11,0.0966,0:00:31
0x94fe9091a97f35f1:0x5f576c0ad8e18ca8,Santo Ângelo,BR,BR-RS,11,0.0961,0:00:31
0x950675847493ab7d:0x667e3efbe8e31985,Bagé,BR,BR-RS,11,0.0812,0:00:26
0x9ffd8039b103f9:0x39e3fcfba35cb1f3,Lavras,BR,BR-MG,11,0.072,0:00:23
0xa496767876aefb:0xbeafd149579e4133,Ponte Nova,BR,BR-MG,11,0.0914,0:00:29
0xa6bf368ae36c03:0x783091cfbc75d6fc,Ibirité,BR,BR-MG,11,0.1804,0:00:59
0xa87d533f4eb9a1:0x8ba5562a80e467b6,Curvelo,BR,BR-MG,11,0.0813,0:00:26
0x70f788b0aaeb211:0x67949bda80a215ba,Nossa Senhora da Glória,BR,BR-SE,10,0.0477,0:00:17
0x716bc4664f79dcd:0xa2750b2cba29fb80,Alagoinhas,BR,BR-BA,10,0.1169,0:00:42
0x7480b8d3c953517:0x895343b02eca8403,Itapetinga,BR,BR-BA,10,0.0698,0:00:25
0x78a6ed7c38368d7:0x6fee835a48aebaf3,Bacabal,BR,BR-MA,10,0.0855,0:00:30
0x79c1a9c5d138f79:0xc6310389d590337e,Picos,BR,BR-PI,10,0.1183,0:00:42
0x7a19d70f3f1a19b:0x88c32b032737cca2,Barbalha,BR,BR-CE,10,0.0742,0:00:26
0x7a45c0804e3e49d:0xf69be987abbd7f9b,Sousa,BR,BR-PB,10,0.0564,0:00:20
0x7b982a3a30d74a3:0x8c394db26dbbcbb,Russas,BR,BR-CE,10,0.114,0:00:41
0x7be9fc4afc3f5e3:0x4920f6ec47296ab2,Quixadá,BR,BR-CE,10,0.0914,0:00:32
0x925fd98e21d31be3:0x5c0cc4ab15463e7e,Itaituba,BR,BR-PA,10,0.0496,0:00:17
0x92aedecce67a1a81:0xc45456e67f178087,Bragança,BR,BR-PA,10,0.0807,0:00:29
0x92d5ef9625fb9fa5:0x697ed5cde68bbfe7,Balsas,BR,BR-MA,10,0.1743,0:01:02
0x936568b98de82d19:0x5b116056f92cb6e2,Barra do Garças,BR,BR-MT,10,0.1257,0:00:45
0x93a0b308d13521d7:0xf2956495aad74451,Sorriso,BR,BR-MT,10,0.0834,0:00:30
0x93a0f3c6a1d90b3b:0xd207602a5617a3b1,Lucas do Rio Verde,BR,BR-MT,10,0.1296,0:00:46
0x93b96a3d95d57afb:0xe7e64066c42d0702,Vilhena,BR,BR-RO,10,0.0486,0:00:17
0x94b53e528dc35689:0xed667d3a25bfa5ff,Campo Belo,BR,BR-MG,10,0.0893,0:00:32
0x94b57432ea519ac5:0x8eeca4457aa981a5,Boa Esperança,BR,BR-MG,10,0.0644,0:00:23
0x94b5f433c6140beb:0xbc2ca390b524e1,Alfenas,BR,BR-MG,10,0.0853,0:00:30
0x94b99ea39873626f:0x5aab56ce876b1d1d,Sertãozinho,BR,BR-SP,10,0.0475,0:00:17
0x94be14d250277975:0x3fc5d189489e0104,Lins,BR,BR-SP,10,0.0854,0:00:30
0x94bf29d05653289b:0x625578b5374a98f7,Ibitinga,BR,BR-SP,10,0.107,0:00:38
0x94c5fe085c847623:0x93377f74354cbb82,Porto Feliz,BR,BR-SP,10,0.0993,0:00:35
0x94c800cf86e876eb:0xc4448668de433e17,Pirassununga,BR,BR-SP,10,0.0537,0:00:19
0x94c9208c363a9279:0xf805920d4d3a55f2,Amparo,BR,BR-SP,10,0.0593,0:00:21
0x94cadce0fb6a859b:0x47c64fc358af46a5,Três Corações,BR,BR-MG,10,0.0702,0:00:25
0x94cfad63bcaa3ec5:0xcb5cbf33fd10fd27,Itapecerica da Serra,BR,BR-SP,10,0.0738,0:00:26
0x94d8a96722683abb:0xd95794b9cc95d33f,Tijucas,BR,BR-SC,10,0.0998,0:00:35
0x94d8b5dab463c5fb:0x19616693fcb2226d,Camboriú,BR,BR-SC,10,0.1526,0:00:54
0x94dbee2def8620f1:0xe1f069c76f033955,Matinhos,BR,BR-PR,10,0.1228,0:00:44
0x94dcff648f31a1f9:0x419537d146fb414,Fazenda Rio Grande,BR,BR-PR,10,0.0428,0:00:15
0x94eb59f61165866d:0x39f606e19c41cdfd,Cambé,BR,BR-PR,10,0.0541,0:00:19
0x94eca79579d8070b:0x86c186f3adc758ae,Rolândia,BR,BR-PR,10,0.0478,0:00:17
0x94ed5a10a4b58527:0x4e632448e884ca8,Cianorte,BR,BR-PR,10,0.0948,0:00:34
0x94ed751052cee71d:0x72e478adcc937cc6,Campo Mourão,BR,BR-PR,10,0.0965,0:00:34
0x9e778dd541f595:0x3823b6f49a15df81,Resende,BR,BR-RJ,10,0.0503,0:00:18
0xa367957b79280f:0x4e25ad202eccda06,Viçosa,BR,BR-MG,10,0.1361,0:00:48
0xa682ee7fa532db:0xfe66c0d614a51a84,Sabará,BR,BR-MG,10,0.1002,0:00:36
0xa6862fb00cd5a5:0x3cf970bcf251a923,Vespasiano,BR,BR-MG,10,0.1331,0:00:47
